title,true,pred_label
Macron sees February end to fight against Islamic State in Syria,1,1
Bosnia making military progress in NATO bid - alliance general,1,1
" Trump Staff Clapped, Laughed While He Called A Reporter ‘Fake News’ At Presser (VIDEO)",0,0
OH NO! GUESS WHO FUNDED THE SHRINE TO TED KENNEDY,0,0
WOW! Rebel Media Finds Shocking Evidence Implicating Son of DEM APPOINTED Judge In “Hate Crime” Trump Supporter Was FALSELY Charged With [VIDEO],0,0
OBAMA PUBLICLY BULLIES GOP Over Justice Scalia Replacement…These Senate Republicans Are Starting To Cave,0,0
Five Ukrainian servicemen killed in eastern Ukraine: military,1,1
South Korea's Moon unveils new focus on Southeast Asia,1,1
Ghana and Ivory Coast act to implement ruling on maritime border dispute,1,1
Trump Hotels pulls out of Rio hotel named in criminal probe,1,1
"Netanyahu says Israel expanding Middle East ties, but not with Iran",1,1
JOHN KERRY GRILLED BY GREAT PATRIOT TOM COTTON! WATCH AND SHARE THIS BOMBSHELL VIDEO,0,0
The Battle against Islamic State,1,1
Turkey says doesn't want Greece to become 'safe haven' for coup plotters,1,1
 WATCH: Powerful Video PERFECTLY Explains How And Why Trump Is Manipulating White People,0,0
CLUELESS ANTI-TRUMP PROTESTERS Asked Why They Oppose Trump [Video],0,0
CAN YOU GUESS THE ONE THING Majority Of Bernie Sanders Supporters Have In Common?,0,0
"Trump says, speaking for himself, there was no collusion with Russia",1,1
BREAKING! H.R. MCMASTER Explains Why Washington Post Hit Piece On Trump Was Fake News [Video],0,0
WATCH: MSNBC Cuts Mic Of GOP Senator Lindsey Graham When He Brings Up Hillary’s Campaign During Interview About Donald Trump Jr.,0,0
 Trump Just FAILED Hundreds Of Manufacturing Workers And Blamed Obama For It,0,0
Trump signs order for tighter vetting to prevent terrorism,1,1
WOW! Governor Kasich Just Revealed How He Did His Part To Make Hillary Clinton Our Next President,0,0
At least four killed in British motorway crash: police,1,1
Turkey opens military base in Mogadishu to train Somali soldiers,1,1
"Brexit will not be derailed, says May ahead of crunch cabinet meetings",1,1
Trump's exit from Pacific trade deal opens door for Germany: Gabriel,1,1
 DHS Officials Tried To Stop Trump’s Unlawful Muslim Ban — Steve Bannon Overruled Them,0,0
"Soda taxes may spread if voters check ballots in California, Colorado",1,1
"Pence reassures Japan of U.S. resolve on North Korea, to work with China",1,1
Obama to meet Senate leaders over Supreme Court next week: White House,1,1
"In China's 'democracy village', no one wants to talk any more",1,1
White House says will not announce FBI director nominee on Friday,1,1
 It Took A Scathing Letter From Canada’s Prime Minister To Make Fox News FINALLY Correct Fake Story,0,0
 WATCH: Harney County Trio Releases ‘Ballad Of The Malheur Patriots’,0,0
"Thousands march in Tel Aviv to protest against Netanyahu, corruption",1,1
Ecuador president removed as head of ruling party as feud deepens,1,1
U.S. top court appears unlikely to revive Obama immigration plan,1,1
Ireland's Fianna Fail party says will be election if deputy PM does not resign,1,1
Iran's Soleimani arrives in Kurdish region for talks about crisis with Baghdad,1,1
 WATCH: Jake Tapper Rips Michael Flynn for His Hypocrisy,0,0
Looming election may be nail in coffin for Japan's fiscal reform,1,1
Egypt detains 15 after dozens attack Coptic church south of Cairo,1,1
Japan PM says forex policy should not be discussed by leaders,1,1
"[VIDEO] “UNBIASED” OREGON RANCHER AND WIFE, SHOCKED By Armed Checkpoints, Snipers: “You just don’t expect it in our lives…We’re Americans….I feel like I’m in Africa”",0,0
 Watch Bill O’Reilly Lose It After A Fox News Poll Delivers Terrible News For The GOP (VIDEO),0,0
Hollywood Suffers Meltdown Over Trump’s Withdraw from Paris Climate Deal,0,0
SUPREME COURT JUSTICE Reveals How She Wanted To Beat Justice Scalia With A Baseball Bat…No Kidding!,0,0
(Don’t Hold The Press) Jeb Bush Endorses Ted Cruz For President,0,0
House oversight panel chair: Sessions should 'clarify his testimony',1,1
Tehran says no link between Britain's debt to Iran and jailed dual national's case: TV,1,1
Brazil Supreme Court sends new Temer graft charges to Congress,1,1
Iraqi forces reach road between Iraqi-Syrian towns: Hezbollah-affiliated TV channel,1,1
 Joe Scarborough Defends President Obama’s Emotional Announcement On Gun Control (VIDEO),0,0
LAST MINUTE GOV’T GRAB: Obama Admin Decrees DHS will ‘Take Control’ of US Election Systems,0,0
 Trump Campaign Accidentally CONFIRMS That Trump Illegally Put Money Into Fidel Castro’s Hands,0,0
"Spicer resigning at White House, Scaramucci to be communications chief: Trump statement",1,1
New contender emerges to become Wall Street's top cop: sources,1,1
OBAMA’S LAWLESS AMERICA: CA Police Tell Violent Anti-Trump Protesters “Leave Now Or You Will Be Arrested”…Protesters Shout Back “WE DON’T FOLLOW THE LAW”,0,0
WATCH FOR IT! TOWN HALLS FLOODED With Unhinged Fake Protesters Are Supported By These Radicals with Deep Pockets,0,0
U.S. Navy carrier drills with Japanese navy amid North Korean tension,1,1
BOOM! SENATOR LINDSEY GRAHAM: I Have Reason to Believe Clinton Camp and DOJ Colluded on Hillary Investigation [Video],0,0
Russia sends 175 de-miners to Syria's Deir al-Zor: Interfax,1,1
"White House says wants Obamacare mandates, taxes ended for health deal",1,1
Trump adviser says Republicans won't have contested convention ,1,1
China says U.S. should respect concerns on Taiwan,1,1
Trump ordered to give deposition in Washington restaurant suit,1,1
Bulgaria freezes assets of independent media publisher,1,1
DEMOCRAT CLERK Claims Election “Not Rigged” But “Bungled Beyond Belief”,0,0
Portugal bogus sect members jailed for ritual sex abuse of boys,1,1
Algeria picks up 286 boat migrants en route to Europe,1,1
CFTC commissioner nominees pledge to complete position limit rules,1,1
 Bernie Sanders Introduces Killer Mike At Coachella Music Festival (VIDEO),0,0
DISNEY OWNED ABC SHOW “Scandal” Shows Actress Having Abortion While “Silent Night” Plays And Narrator Says: “Family doesn’t complete you…it destroys you” [VIDEO] UPDATE: ‘Scandal’ Producer Sits On Planned Parenthood Board,0,0
 Trump Just Said Hillary Is The Reason He’s Branded As A Sexual Predator,0,0
" Michael Moore Gives 6 Reasons John Lewis Is Right: No, Trump ‘Is NOT A Legitimate President’",0,0
"Yemen air strike kills eight women, two children, say residents",1,1
REPORT: FBI DIRECTOR COMEY Blocked By Obama Administration Last Summer On Supposed Russian “Influence” In 2016 Election,0,0
Vietnam news agency apologizes over false report on prosecutions,1,1
Deportation spat overshadows Trump envoys' talks with angry Mexico,1,1
Pentagon drops Maine from list of potential missile defense sites,1,1
 JUST IN: White House Responds To Russian Election Hack; Trump Will Be PISSED (VIDEO),0,0
 Reporter’s Question About Russia P*ssed Trump Off So Much He Kicked Everyone Out Of His Office,0,0
America's angry voters divvied up by Trump and Sanders: poll,1,1
 There’s One Thing Trump Is More Sensitive About Than His Hair – And It’s Hilarious (IMAGES),0,0
WHY TRUMP’S OWN CHILDREN WON’T Be Voting For Him In NY Primary,0,0
Mexican president asks Senate to broaden discussion over security bill,1,1
Factbox: Japan main parties' key election pledges ahead of October 22 vote,1,1
Trump taps Retired General Kelly to lead Homeland Security: statement,1,1
LA TIMES COLUMNIST Slammed For Mocking Sarah Sanders In ‘Sexist’ Article…What About The Cartoon?,0,0
 WATCH: Bill O’Reilly’s Bizarre Racist Rant On Fox News Surprised Even Trump,0,0
 Cliven Bundy Denied Bail Because He’s A Violent Lunatic,0,0
Over 9.2 million sign for Obamacare amid Trump repeal push,1,1
 Watch Joe Scarborough Frantically Backtrack After Donald Trump Outs Him As A Supporter (VIDEO),0,0
Clinton says Trump presidency would be 'disastrous' for U.S. economy,1,1
Security for Trump's summer visit ruffles tranquil New Jersey town,1,1
 Watch Stephen Colbert’s Hilarious Response To Sarah Palin’s Crazy Speeches (VIDEO),0,0
COMEDY GOLD! NANCY PELOSI Talks Clinton And Trump In Epic Train Wreck Interview,0,0
 Trump Supporters Booby Trap Polling Place And Spill Blood Of Election Volunteer (VIDEO),0,0
UK PM May welcomes Trump's pick for U.S. ambassador: spokeswoman,1,1
 These 2 Orlando Hospitals Just Saved Pulse Nightclub Shooting Victims Over $5 Million In Costs,0,0
U.S. considering wider Iran threat as part of its policy on nuclear deal: Tillerson,1,1
Strange: Trump ‘Internet Takeover’ Fear Story Calls For Canada to Manage Net Archive,0,0
EU more willing to consider new members in Balkans: EU commissioner,1,1
Qatar Airways cancels flights to northern Iraq: website,1,1
" Donald Trump Proves He Hates Women, Calls Reporter The C-Word (VIDEO)",0,0
 Privileged Trump Supporter Cries ‘Discrimination’ When Bakery Won’t Make ‘Trump 2016’ Cake (VIDEO),0,0
 Trump’s Campaign Is A Complete Mess And This Is Why,0,0
WELCOME TO AMERICA: Most Refugees Are On Food Stamps…And That’s Not All!,0,0
"TRUMP ROCKS MASSIVE PENSACOLA, FL RALLY: “The citizens of this country will be in charge once more.” [Transcript And Video]",0,0
 Mitt Romney Thinks Trump’s Tax Returns Will Show Mob Ties (VIDEO),0,0
"Democrat Corey Booker Backs Single-Payer and Wide Open Borders: ‘Build Tunnels, Not Walls’ [Video]",0,0
Mexico presidency hopeful eyes tax cuts to counter Trump reform,1,1
Japan's PM says will keep seeking Trump's understanding on TPP,1,1
 Trump Campaign Official Predicts The Future: ‘Bow Down To President Trump’ (VIDEO),0,0
Romanian defense minister quits over communications mixup,1,1
France opens door to strengthen Iran nuclear deal for post-2025,1,1
Ecuador president replaces vice president jailed in Odebrecht probe,1,1
"Asylum seekers refuse to leave Papua New Guinea camp despite loss of power, water",1,1
Catalan mayors defy Spanish courts ahead of independence vote,1,1
" IT’S ON: Toddler Trump Hears Critical McConnell Statements, Promptly Starts To Lose It (TWEETS)",0,0
CNN Cuts Off Black Trump Supporter When He Answers ‘White Guilt’ Question [Video],0,0
U.N. chief says no alternative to two state solution in Middle East,1,1
"U.S. companies tout climate policies, fund climate skeptics",1,1
Judges find two North Carolina congressional districts racially gerrymandered,1,1
"BOYCOTT! Pro-Gun Control Seth (Racist) Rogen, Star Of Newly Released “Steve Jobs” Movie Sends Vulgar Tweet: “F*ck You Ben Carson”",0,0
" Rick Perry: Trump Isn’t Going To Build A Real Wall, Just A ‘Digital’ One",0,0
WOW! TRUMP HELPS HILLARY SEE Her First Big Crowd…You Won’t Want To Miss This! [VIDEO],0,0
"In separate speeches Obama, Biden, Carter target Trump policies",1,1
Drugmaker shares slip as Trump tweets about pricing system,1,1
 RNC Paid TENS of THOUSANDS To Intel Firm With MASSIVE Russian Ties To Dig Up Dirt On Hillary,0,0
"Image of the United States has plunged under Trump, survey shows",1,1
Senate may keep some Obamacare taxes in U.S. healthcare overhaul,1,1
Pope says world should condemn 'very possession' of nuclear weapons,1,1
 Trump Administration Admits That Latest Executive Order Was Nothing But An Empty Photo Op (VIDEO),0,0
 Hypocrite Jeff Sessions’ OWN WORDS On Perjury Just Came Back To Bite Him On The Ass,0,0
"A dead dictator, his rusting boat and a fight for history",1,0
18 REPUBLICAN SENATORS (Traitors) JOINED EVERY DEMOCRAT To Pass A One O’ Clock AM Vote Giving Obama A Blank Check,0,0
President Trump approves major disaster declaration for Florida,1,1
"McCain vows to block proposed separation of NSA, cyber command",1,1
LOL! DEMOCRAT CHEERLEADER Cokie Roberts Delivers Devastating News To ABC Comrades: “It is Going to Be Very Hard to Defeat” Roy Moore After Trump’s Endorsement [VIDEO],0,0
 President Obama Responds To Little Girl On Facebook – And It Shows Us Why He’s The Best (VIDEO),0,0
Britain's U.S. ambassador discussed Trump retweets with senior White House staff: source,1,1
"Which States Are Americans Are Moving From, Where Are They Moving To…And Why?",0,0
Aide to EU Commission head tweets picture of white smoke at Brexit meeting with May,1,1
" Even As Trump Rips Their Country On Twitter, Mexico Offers Help With Hurricane Harvey",0,0
 Elizabeth Warren: KKK Supports Trump More Than The Leaders Of His Own Party Do (VIDEO),0,0
HA! DONALD TRUMP’S Unusual New Year’s Tweet To His “Many Enemies”,0,0
CITY TO DECIDE: Should They Allow Illegals to Vote in Local Elections?,0,0
Boiler Room EP #109 – It’s a Wonderfull Life,0,0
[VIDEO] DOES SEEING TWO NAKED LESBIANS IN BED TOGETHER MAKE YOU WANT TO EAT YOGURT? Chobani Apparently Thinks It Does,0,0
Eight Kenyan schoolgirls die in dormitory blaze: government,1,1
Interior Department watchdog to investigate threat to Alaska senator on healthcare,1,1
"Amid strained ties, North Korea congratulates China on party congress",1,1
HILLARY CHEERLEADER Publication Warns Republicans: DUMP JESUS…Or Become Irrelevant,0,0
"Boiler Room EP #80 – Heads They Win, Tails You Lose",0,0
TRUMP SUPPORTERS In Virginia Beach Shout Down CNN AKA Clinton News Network,0,0
U.S. Inauguration: Historic Day Marks Beginning of Renewed ‘America First’ Era,0,0
Boiler Room EP #126 – Immigration Consternation,0,0
 Trump’s Idiot Press Secretary Tweeted Out His Password MULTIPLE TIMES In Two Days (TWEETS),0,0
Trump raises specter of crisis if Clinton wins the White House,1,1
"FAKE NEWS WEEK: Truth, War Propaganda, CIA and Media Manipulation",0,0
Trump fires back at Britain's May: 'Don't focus on me',1,1
Manchester concert venue shattered by bomb attack to reopen,1,1
Some in Sanders' army seem determined to march on without him,1,1
 Watch GOP Senator Almost Knock Over American Flags As He Dodges Indictment Questions (VIDEO),0,0
Far-right presidential hopeful aims to be Brazil's Trump,1,1
Group of 40 U.S. House Democrats oppose delay of Labor Dept retirement rule,1,1
Three Swiss Muslim group members charged with making al Qaeda propaganda,1,1
"Kenyan court scraps presidential vote, Kenyatta calls for calm",1,1
Death of a blogger casts shadow over murky Malta,1,1
Tillerson calls Mexico long-standing friend of United States,1,1
"What? First Graders Asked Not to Use the Words ‘God’, ‘Jesus’ or ‘Devil’ in Class [Video]",0,0
U.S. court: Ruling on Trump travel ban will not come Wednesday,1,1
Kansas House fails in attempt to override Medicaid veto,1,1
Freeport Indonesia closes mine access road again after shooting,1,1
Spanish court orders Google to delete app used for Catalan independence vote,1,1
Indian journalist shot dead at her residence,1,1
ALL WHITES IN BACK…Democrats Prove Their Obsession With Race In One RIDICULOUS Photo,0,0
"Typhoon bears down on Japan, will hinder voting in national election",1,1
 Louisiana Cop Claims Murdering A 6-Year Old Child Was Self-Defense,0,0
WATCH ANGRY TEACHER Play Out Mock Assassination Of Trump: “Die!” [Video],0,0
"LAWS ARE FOR THE COMMON MAN…NOT FOR BARRY SOETORO: Obama Gives Work Permits To 2,000 After Judge Ordered Him To Stop",0,0
FACE BOOK’S “Open-Borders” MARK ZUCKERBERG Builds “Oppressive” “Immense” Wall Around Hawaii Home,0,0
UN NEWS AGENCY SCRUBS TWEET Calling On Americans Abroad To ‘Stop Trump’,0,0
German police arrest alleged Islamic State militant in ice rink truck attack plot,1,1
Trump adviser had five calls with Russian envoy on day of sanctions: sources,1,1
Denmark no longer to automatically accept U.N. refugee resettlement quota,1,1
Failure of German coalition talks would strengthen populists: EU's Oettinger,1,1
Cruz campaign vetting Fiorina as a possible VP pick: ABC News,1,1
Democratic leader vows fair nomination process in 2020 after uproar,1,1
Trump Jr. to testify privately to Senate committee on Thursday,1,1
Animal rights activists briefly disrupt Sanders' rally in California,1,1
"VALERIE JARRETT Discusses Possibility Of Michelle Obama’s Run For Office With MSNBC Media Ally, Says Trump’s Win Was”Gut-Wrenching” [VIDEO]",0,0
House Speaker Ryan says U.S. government shutdown unnecessary,1,1
 Watch White Trump Thugs Manhandle Black Protesters As Candidate Drones On (VIDEO),0,0
 WATCH: Elizabeth Warren OWNS Trump In Scathing Defense Of Rep. John Lewis,0,0
BREAKING: HOUSE INTEL TO PRODUCE “SMOKING GUN” Showing Obama Administration Spied On Trump Transition Team,0,0
"POWERFUL LETTER To Cowardly Steelers Coach Will Make You Want To Stand Up and Cheer: “You’ve taken something that unites Americans of every color, creed, and religion and managed to divide them”",0,0
"Factbox: Latest Obamacare repeal bill would block grant money to states, gut Medicaid",1,1
State Department will implement travel ban in 'orderly fashion': spokeswoman,1,1
U.N. calls again for end of U.S. embargo on Cuba,1,1
Zimbabwe opposition leader 'baffled' by Mugabe decision to stay,1,1
White House intruder was on grounds for 16 minutes before arrest: Secret Service,1,1
ILLEGAL ALIEN Who Helps Illegals Stay In U.S. ARRESTED For Drunk Driving…Why The Left May Not Be Able To Stop Her Deportation [VIDEO],0,0
Macedonia jails 33 ethnic Albanians for 2015 shootout,1,1
LOL! UN Refugee Spokes-Celebrity ANGELINA JOLIE Admonishes U.S. For “Undermining International Law” By Resisting Flow Of Muslim Refugees,0,0
 OkCupid Wins The Internet With PERFECT Response To The Charlottesville Neo-Nazi On Their Site (TWEETS),0,0
 Ted Cruz Continues To Market In Totally Full Of Sh*t Myths About The So-Called Liberal Media (VIDEO),0,0
U.S. announces near $700 million in humanitarian aid to Syria,1,1
" Obama Puts Trump In His Place, DESTROYS Him With This One Statement During Farewell Address (VIDEO)",0,0
 Trump Jr. Throws Temper Tantrum While Comey Testifies That His Dad Obstructed Justice,0,0
 Donald Trump Just Tweeted An Incredibly Obvious Lie And Got Fact-Checked In Real Time (TWEETS),0,0
"Trump attacks Clinton on gender, risking backlash from women",1,1
 Obama Admin Official Just Humiliated Trump By Calling Out His Nuclear Weapons Lie,0,0
FRANCE’S INTERIOR MINISTER Makes INSANE Statement After ANTI-TERROR MARKSMAN Guns Down Man Shouting “ALLAHU AKBAR” KILLS Two Young Females With Butcher Knife,0,0
"Boiler Room EP #112 – UK Election, Omran & Technocratic Tech",0,0
UK foreign secretary says Hariri should return to Lebanon,1,1
 Twitter F*cks Trump Up After He Says Senators Who Oppose Muslim Ban Are Trying To ‘Start World War III’ (TWEETS),0,0
 Denny’s Serves Up A Grand Slam Of Racism By Forcing Black Family To Pre-Pay For Meal,0,0
Trump campaign signals possible shift on immigration stance,1,1
 WATCH: ‘The View’ Hosts Tell Trump To Get The F*ck Out Of New York City,0,0
“ON DAY OF #NiceAttack Hillary Announces AMNESTY For Anyone Who Stealthily Evades Our Border Patrol”,0,0
Trump steps up attacks with 'bimbo' tweet before Fox News debate,1,1
Expulsion of Australian ministers cast doubt over more than 100 government decisions: opposition Labor,1,1
Indian court sentences two Mumbai 1993 blasts convicts to death,1,1
WOW! Social Media FREAKS OUT Over What’s Behind MARIAH CAREY During #LasVegas Shooting Interview With Piers Morgan [VIDEO],0,0
 Vice President Joe Biden Brings Oscars To An Emotional Halt With Powerful Message (VIDEO),0,0
 CNN Host STUNNED As Trump’s Team REFUSES To Comment On Russian Hacking (VIDEO),0,0
 Republicans May Force Democrats To Use THIS Extreme Tactic To Appoint Obama Nominee,0,0
WE GUESS SHE SHOWED ‘EM! Lefty Woman Rips Off Her Top in House Gallery During Protest To Stop Tax Vote [Video],0,0
HOLY MUSLIM INDOCTRINATION! Sesame Street Introduces Hijab Wearing Muppet,0,0
Kurdish protesters set fire to party offices in northern Iraq,1,1
Trump aide dismisses audio tape as Democrats raise character issue,1,1
Senate votes to confirm slate of three CFTC commissioners,1,1
FRAUD RUNS RAMPANT: House Votes To End Millionaires’ Abuse Of Low-Income Housing [Video],0,0
"Irma seen costing more than 1 billion euros in Saint Martin, Saint Barth",1,1
Congress should give Puerto Rico debt restructuring authority: White House,1,1
Trump and senators seek to slash legal immigration,1,1
[WATCH] Donald Trump Finds YUGE Support From Unlikely Fan In SC: “I’m A Muslim…And I’m For Trump!”,0,0
Putin to inform Saudi king about his meeting with Assad: Kremlin,1,1
 DOJ Tells Cops To Go Ahead And Start Stealing Money And TVs From The Public Again,0,0
Obama administration releases rules on wellness programs,1,1
Republicans hammer on at Iran deal on presidential campaign,1,1
Thailand's main party urges junta to end ban on political activity,1,1
Hurricane Irma threatens Florida's bustling tourism industry,1,1
 Clinton Trolls Trump With AWESOME New Website,0,0
" Trump Shows Amazing Disrespect For Media, Brags About Holding Rally Without His Press Corps",0,0
Mattis visits Seoul for defense talks as tensions climb,1,1
U.S. decision on Jerusalem is destabilizing Middle East: Russia's Putin,1,1
YIKES! Former Dem Pollster Makes Bold Prediction: “The Dam Is About To Break” [VIDEO],0,0
 You Won’t Believe What This Michigan Teacher Said That Got Her Fired,0,0
"NATO should defend Sweden, Finland if attacked: NATO official",1,1
Republicans take first steps to kill Obama-era regulations,1,1
U.S. says open to talks on protected status for Haitians,1,1
 New York Daily News Cover SAVAGES White House For Spicer’s Hitler Gaffe (IMAGE),0,0
"MIKE DITKA SLAMS NFL Players: “No Oppression In Last 100 Years”…”If You Don’t Respect Our Country, Then You Shouldn’t Be In This Country Playing Football”",0,0
"Clinton, Sanders both say they can beat Trump during feisty Michigan debate",1,1
Exclusive: U.S. warship sails near islands Beijing claims in South China Sea - U.S. officials,1,1
Obama to meet the Dalai Lama at White House on Wednesday,1,1
Catalonia's ex-leader granted freedom to campaign for independence,1,1
 Trump Tweets ‘We Must Keep Evil Out Of Our Country’ So Americans Tell Him To Get The Hell Out (TWEETS),0,0
FORMER DEMOCRAT WARNS Young Americans: “Rioters are being manipulated by big government forces who need them to regain political power” [VIDEO],0,0
Trump NATO plan would be sharp break with decades-long U.S. policy,1,1
"Trump to scrap protection for 'Dreamers,' give Congress six months to fix",1,1
 Did Anonymous Just Release Records PROVING Ted Cruz Ordered Prostitutes Through DC Madam? (SCREENSHOTS),0,0
DOCTOR MENTIONED In Hillary Email Released By Wikileaks Found DEAD In Apartment…Police Say He Committed Suicide By Stabbing Himself To Death??,0,0
Will ‘Trumponomics’ Bankrupt America?,0,0
Trump says U.S. Senate candidate Moore should leave race if allegations true,1,1
U.S. defense secretary pledges orderly transition to Trump admin,1,1
BREAKING: SENATE STRIKES BACK After Obama Slaps 9/11 Victim’s Families In The Face….Vote 97-1,0,0
CAUGHT ON VIDEO! Violent Anti-Trump Thugs Pelt Eggs At Trump Supporters,0,0
U.S.-Cuba detente supporters make last-ditch effort to sway Trump,1,1
Headless torso could belong to submarine journalist: Danish police,1,1
"“ALLAHU AKBAR” MUSLIM EXTREMISTS Forced Catholic Priest At Knifepoint To Kneel While They Performed “Arabic Sermon”….Filmed Beheading Of Priest…Two Terrorists Shot DEAD…19 Yr Old Was KNOWN TERRORIST Allowed To Live With Parents, Roamed Freely During Day [VIDEO]",0,0
PA RESTAURANT Forced To CLOSE After ICE Sweep Nabs Illegal Workers…Attorney For Illegals Has UNBELIEVABLE Response,0,0
" Republican Judge Rules That Doctors Can Freely Refuse To Treat People, But Only Some People",0,0
FLASHBACK [VIDEO]: Libertarian Gary Johnson Discusses Solutions To Syrian Conflict…TODAY On MSNBC: Gives EMBARRASSING Answer To Basic Question About Syrian War,0,0
 Samantha Bee: N.C.’s ‘Numbnut’ Anti-Gay Law Is Due To Dems Not Voting (VIDEO),0,0
Sexual misconduct allegations may roil 2018 U.S. congressional elections,1,1
U.S. presidential debates: from Kennedy-Nixon to Clinton-Trump,1,1
"Yemen Houthis say Sanaa airport repaired, ready to receive flights: agency",1,1
VALERIE JARRETT JUST MOVED INTO Barack And Michelle Obama’s DC Home…Plans To Help OUST Trump…ERIC HOLDER WARNS: “It’s coming…He’s coming…He’s ready to roll”,0,0
Malta-based charity group suspends Mediterranean migrant rescues,1,1
"CINDY MCCAIN Reportedly Accepts Trump Administration Position On Same Day Husband John McCain’s Outrageous Pro-Obama, Anti-Trump Remarks Are Released",0,0
GANG OF DOMESTIC TERRORISTS Violently Attack Lone Trump Supporter For Putting Out Huge Fire Started On Street In DC [VIDEO],0,0
"Myanmar says probe of two Reuters journalists almost finished, court case to follow",1,1
BOYCOTT! GOLDMAN SACHS Uses Union Thug Tactics Against Top Employees To Prop-Up #WallStreetHillary [VIDEO],0,0
AS RUSSIA STORY FALLS APART…Obama’s DOJ Goes After FBI Director Comey [Video],0,0
" Whoopi Goldberg Gets PISSED, Gives Trump The Reality Check We’ve All Been Waiting For (VIDEO)",0,0
Stalled Russia sanctions bill hits North Korean snag in U.S. Congress,1,1
 WATCH: Kellyanne Conway BASHES Americans Who Oppose Trumpcare: They Are Jeering From The ‘Cheap Seats’,0,0
Ex-Catalan leader Puigdemont freed with conditions in Belgium,1,1
"THIS MAY BE THE CLINTON’S Most DEPLORABLE Act Ever: “The question becomes, ‘how many people lost their lives?'”",0,0
THE VIEW WOMEN Go Off The Rails: Trump ‘has to step down before the inauguration’ [Video],0,0
"Magnitude 6.2 quake hits southeast of Oaxaca, Mexico: USGS",1,1
BOOM! Planned Parenthood Activist Tries To Embarrass Carly Fiorina With Propaganda…Carly Eviscerates Her With Facts [VIDEO],0,0
White House chiefs of staff welcome new member to ranks,1,1
THE PROBLEM WITH ILLEGAL IMMIGRATION…Explained As If You Were 5-Years-Old,0,0
"U.S. Senator McCain opposes Obamacare repeal bill, a possible fatal blow",1,1
Putin says he doesn't know who hacked U.S. Democratic Party: Bloomberg,1,1
"HYSTERICAL! TRUMP LIFE: “There ain’t a brother bigger, stronger, and more Gangsta than Donald J. Trump” [VIDEO]",0,0
Massachusetts sheriff offers prison inmates to build Trump's wall,1,1
Pakistan's ex-PM appears in court for trial over finances,1,1
 WATCH: Eric Garner’s Daughter Tells The World Why She’s Backing Bernie,0,0
 Donald Trump Attacks Ted Cruz With The Single Most Hypocritical Move Of The Campaign (IMAGE),0,0
 Michelle Obama And Her Daughters Are Visiting Africa – And Racists Are Having A Field Day (SCREENSHOTS),0,0
Key Republican senator doubts 15 percent corporate tax rate can be reached,1,1
Cameroon court sentences opposition leader to 25 years in prison,1,1
 WATCH: Bill Maher Shuts Down Former RNC Chair’s ‘Bullsh*t Argument’ For Trump (VIDEO),0,0
Serbia PM says must leave the past behind after Mladic verdict,1,1
China pushes Hong Kong not to 'shirk duty' to enact contentious security law,1,1
America’s Primal Scream: David Icke Explains Reason for Trump’s Election Result,0,0
Singapore decried for 'harassment' of anti-death penalty activists,1,1
" Trump Has BIG Plans For Sarah Palin, And It’s Really, REALLY Terrifying (VIDEO)",0,0
"U.S. sanctions an important tool, not to be used 'frivolously': Treasury's Lew",1,1
[VIDEO] CARLY TAKES ON THE VIEW Hacks Only Days After Saying She Has A “Demented Face” And A “Halloween Mask”,0,0
Key conservative U.S. lawmaker says making headway on healthcare bill,1,1
Former Nazi death camp guard charged with accessory to murder,1,0
Turkish forces set up positions in Syria's Idlib,1,1
British spy chief says Islamist militants can execute deadly attack plans in just days,1,1
 Video Of Police Shooting 76-Year-Old Mentally Ill Man Released (VIDEO),0,0
EXPOSED: How US-Backed War on Syria Helped ISIS to Expand Their Operations,0,0
"U.S. sanctions North Korean missile experts, Russia offers to mediate",1,1
"Trump plans 28 percent cut in budget for diplomacy, foreign aid",1,1
China's Xi tells Britain's May North Korea issue should be peacefully resolved,1,1
U.S. appeals court hears arguments on Trump travel ban,1,1
 Trump Just Promised To Only Pick A White Man For VP – His Reason Will Make You SICK,0,0
Latest Hillary Clinton bio for kids highlights successes and failures,1,0
 Paul Ryan Refuses To Hold Town Halls Because He’s Too Afraid Of Protesters,0,0
Vice President Biden to meet with Sanders on Thursday: source,1,1
TIME TO GO? 84-Yr Old Supreme Court Justice Ginsberg Tells College Audience 3-Term Male U.S. Senator Is A Female [VIDEO],0,0
Trump says meeting with Mexican president would have been 'fruitless',1,1
HUCKABEE : ‘Hillary Is In for the Ride of Her Life” With Trump…She And Bill Won’t Know What To Do [VIDEO],0,0
Thousands rally for gay marriage in Australia ahead of vote,1,1
Trump: The First President to Turn Postmodernism Against Itself,0,0
 WATCH: Obama Just EMBARRASSED The NRA By Ripping Apart Every Single Pro-Gun Myth,0,0
WOULD YOU LIKE TO LIVE FOR FREE On A Luxury Cruise Ship?…You Only Have To Be A Muslim Refugee To Qualify,0,0
Trump warns 'rogue regime' North Korea of grave danger,1,1
 CA Senate Passes Ambitious Gun Control Package That’s Going To Seriously Piss Off Republicans,0,0
Macron lawmaker wants 'rich list' study amid wealth tax unease,1,1
 Secret Trump University Papers Reveal How Business Pumped ‘Students’ For Cash,0,0
WOW! BLACK TRUMP SUPPORTER’S Epic Takedown Of Media Talking Heads Goes Viral [Video],0,0
YOU WON’T BELIEVE Who Rachel Maddow Blames for Her Trump Tax Dud [Video],0,0
